Ore Name,ItemStack,Item ID,Display Name,Wildcard
bVial,1xitem.vial@0,Botania:vial,魔法玻璃小瓶,false
barsIron,1xtile.fenceIron@0,minecraft:iron_bars,铁栏杆,false
barsIron,1xtile.blockDarkIronBars@0,EnderIO:blockDarkIronBars,玄钢栅栏,false
barsIron,1xtile.blockSoulariumBars@0,EnderIO:blockSoulariumBars,魂金栅栏,false
barsIron,1xtile.blockEndSteelBars@0,EnderIO:blockEndSteelBars,末影钢栅栏,false
beeQueen,1xitem.queenbeeItem@0,harvestcraft:queenbeeItem,蜂后,false
blockAluminium,1xtile.tconstruct.metalblock@6,TConstruct:MetalBlock,铝块,false
blockAluminiumBrass,1xtile.tconstruct.metalblock@7,TConstruct:MetalBlock,铝黄铜块,false
blockAluminum,1xtile.ImmersiveEngineering.storage@1,ImmersiveEngineering:storage,铝块,false
blockAluminum,1xtile.tconstruct.metalblock@6,TConstruct:MetalBlock,铝块,false
blockAluminumBrass,1xtile.tconstruct.metalblock@7,TConstruct:MetalBlock,铝黄铜块,false
blockAlumite,1xtile.tconstruct.metalblock@8,TConstruct:MetalBlock,耐酸铝块,false
blockAndesite,1xtile.chisel.andesite@0,chisel:andesite,安山岩,false
blockArdite,1xtile.tconstruct.metalblock@1,TConstruct:MetalBlock,阿迪特块,false
blockBlaze,1xtile.blazeBlock@0,Botania:blazeBlock,烈焰灯,false
blockBlutonium,1xtile.brMetal.0@3,BigReactors:BRMetalBlock,蓝钚块,false
blockBronze,1xtile.thermalfoundation.storage@9,ThermalFoundation:Storage,青铜块,false
blockBronze,1xtile.tconstruct.metalblock@4,TConstruct:MetalBlock,青铜块,false
blockCarpet,1xtile.chisel.carpet_block@0,chisel:carpet_block,地毯,false
blockCloth,1xtile.cloth@32767,minecraft:wool,(wildcard),true
blockClothRock,1xtile.thermalexpansion.rockwool@32767,ThermalExpansion:Rockwool,(wildcard),true
blockCoal,1xtile.blockCoal@0,minecraft:coal_block,煤炭块,false
blockCoal,1xtile.extrautils:color_blockCoal@0,ExtraUtilities:color_blockCoal,染色 煤炭块（白色）,false
blockCoal,1xtile.extrautils:color_blockCoal@1,ExtraUtilities:color_blockCoal,染色 煤炭块（橙色）,false
blockCoal,1xtile.extrautils:color_blockCoal@2,ExtraUtilities:color_blockCoal,染色 煤炭块（品红色）,false
blockCoal,1xtile.extrautils:color_blockCoal@3,ExtraUtilities:color_blockCoal,染色 煤炭块（淡蓝色）,false
blockCoal,1xtile.extrautils:color_blockCoal@4,ExtraUtilities:color_blockCoal,染色 煤炭块（黄色）,false
blockCoal,1xtile.extrautils:color_blockCoal@5,ExtraUtilities:color_blockCoal,染色 煤炭块（黄绿色）,false
blockCoal,1xtile.extrautils:color_blockCoal@6,ExtraUtilities:color_blockCoal,染色 煤炭块（粉色）,false
blockCoal,1xtile.extrautils:color_blockCoal@7,ExtraUtilities:color_blockCoal,染色 煤炭块（灰色）,false
blockCoal,1xtile.extrautils:color_blockCoal@8,ExtraUtilities:color_blockCoal,染色 煤炭块（淡灰色）,false
blockCoal,1xtile.extrautils:color_blockCoal@9,ExtraUtilities:color_blockCoal,染色 煤炭块（青色）,false
blockCoal,1xtile.extrautils:color_blockCoal@10,ExtraUtilities:color_blockCoal,染色 煤炭块（紫色）,false
blockCoal,1xtile.extrautils:color_blockCoal@11,ExtraUtilities:color_blockCoal,染色 煤炭块（蓝色）,false
blockCoal,1xtile.extrautils:color_blockCoal@12,ExtraUtilities:color_blockCoal,染色 煤炭块（棕色）,false
blockCoal,1xtile.extrautils:color_blockCoal@13,ExtraUtilities:color_blockCoal,染色 煤炭块（绿色）,false
blockCoal,1xtile.extrautils:color_blockCoal@14,ExtraUtilities:color_blockCoal,染色 煤炭块（红色）,false
blockCoal,1xtile.extrautils:color_blockCoal@15,ExtraUtilities:color_blockCoal,染色 煤炭块（黑色）,false
blockCoalBlack,1xtile.extrautils:color_blockCoal@0,ExtraUtilities:color_blockCoal,染色 煤炭块（白色）,false
blockCoalBlue,1xtile.extrautils:color_blockCoal@4,ExtraUtilities:color_blockCoal,染色 煤炭块（黄色）,false
blockCoalBrown,1xtile.extrautils:color_blockCoal@3,ExtraUtilities:color_blockCoal,染色 煤炭块（淡蓝色）,false
blockCoalCyan,1xtile.extrautils:color_blockCoal@6,ExtraUtilities:color_blockCoal,染色 煤炭块（粉色）,false
blockCoalGray,1xtile.extrautils:color_blockCoal@8,ExtraUtilities:color_blockCoal,染色 煤炭块（淡灰色）,false
blockCoalGreen,1xtile.extrautils:color_blockCoal@2,ExtraUtilities:color_blockCoal,染色 煤炭块（品红色）,false
blockCoalLightBlue,1xtile.extrautils:color_blockCoal@12,ExtraUtilities:color_blockCoal,染色 煤炭块（棕色）,false
blockCoalLightGray,1xtile.extrautils:color_blockCoal@7,ExtraUtilities:color_blockCoal,染色 煤炭块（灰色）,false
blockCoalLime,1xtile.extrautils:color_blockCoal@10,ExtraUtilities:color_blockCoal,染色 煤炭块（紫色）,false
blockCoalMagenta,1xtile.extrautils:color_blockCoal@13,ExtraUtilities:color_blockCoal,染色 煤炭块（绿色）,false
blockCoalOrange,1xtile.extrautils:color_blockCoal@14,ExtraUtilities:color_blockCoal,染色 煤炭块（红色）,false
blockCoalPink,1xtile.extrautils:color_blockCoal@9,ExtraUtilities:color_blockCoal,染色 煤炭块（青色）,false
blockCoalPurple,1xtile.extrautils:color_blockCoal@5,ExtraUtilities:color_blockCoal,染色 煤炭块（黄绿色）,false
blockCoalRed,1xtile.extrautils:color_blockCoal@1,ExtraUtilities:color_blockCoal,染色 煤炭块（橙色）,false
blockCoalWhite,1xtile.extrautils:color_blockCoal@15,ExtraUtilities:color_blockCoal,染色 煤炭块（黑色）,false
blockCoalYellow,1xtile.extrautils:color_blockCoal@11,ExtraUtilities:color_blockCoal,染色 煤炭块（蓝色）,false
blockCobalt,1xtile.tconstruct.metalblock@0,TConstruct:MetalBlock,钴块,false
blockConductiveIron,1xtile.blockIngotStorage@4,EnderIO:blockIngotStorage,导电铁块,false
blockConstantan,1xtile.ImmersiveEngineering.storage@5,ImmersiveEngineering:storage,康铜块,false
blockCopper,1xtile.thermalfoundation.storage@0,ThermalFoundation:Storage,铜块,false
blockCopper,1xtile.ImmersiveEngineering.storage@0,ImmersiveEngineering:storage,铜块,false
blockCopper,1xtile.tconstruct.metalblock@3,TConstruct:MetalBlock,铜方块,false
blockCopper,1xtile.projectred.exploration.stone@8,ProjRed|Exploration:projectred.exploration.stone,铜块,false
blockCosmicNeutronium,1xtile.avaritia_resource@0,Avaritia:Resource_Block,宇宙中子态素块,false
blockCrudeSteel,1xtile.blockIngotStorageEndergy@0,EnderIO:blockIngotStorageEndergy,复合黏土块,false
blockCrystalFlux,1xtile.redstonearsenal.storage@1,RedstoneArsenal:Storage,红石水晶块,false
blockCrystalMatrix,1xtile.block_crystal_matrix@0,Avaritia:Crystal_Matrix,水晶矩阵,false
blockCrystallineAlloy,1xtile.blockIngotStorageEndergy@1,EnderIO:blockIngotStorageEndergy,晶化合金块,false
blockCrystallinePinkSlime,1xtile.blockIngotStorageEndergy@4,EnderIO:blockIngotStorageEndergy,晶化粉红史莱姆块,false
blockCupronickel,1xtile.ImmersiveEngineering.storage@5,ImmersiveEngineering:storage,康铜块,false
blockCyanite,1xtile.brMetal.0@1,BigReactors:BRMetalBlock,蓝晶块,false
blockDarkSteel,1xtile.blockIngotStorage@6,EnderIO:blockIngotStorage,玄钢块,false
blockDiamond,1xtile.blockDiamond@0,minecraft:diamond_block,钻石块,false
blockDiorite,1xtile.chisel.diorite@0,chisel:diorite,闪长岩,false
blockDraconium,1xtile.draconicevolution:draconium@0,DraconicEvolution:draconium,龙块,false
blockDraconiumAwakened,1xtile.draconicevolution:draconicBlock@0,DraconicEvolution:draconicBlock,觉醒龙块,false
blockElectricalSteel,1xtile.blockIngotStorage@0,EnderIO:blockIngotStorage,磁钢块,false
blockElectrotine,1xtile.projectred.exploration.stone@11,ProjRed|Exploration:projectred.exploration.stone,蓝石块,false
blockElectrum,1xtile.thermalfoundation.storage@7,ThermalFoundation:Storage,琥珀金块,false
blockElectrum,1xtile.ImmersiveEngineering.storage@6,ImmersiveEngineering:storage,琥珀金块,false
blockElectrumFlux,1xtile.redstonearsenal.storage@0,RedstoneArsenal:Storage,红石琥珀金块,false
blockEmerald,1xtile.blockEmerald@0,minecraft:emerald_block,绿宝石块,false
blockEndSteel,1xtile.blockIngotStorage@8,EnderIO:blockIngotStorage,末影钢块,false
blockEnder,1xtile.tconstruct.metalblock@10,TConstruct:MetalBlock,末影块,false
blockEnderCore,1xtile.extrautils:decorativeBlock1@11,ExtraUtilities:decorativeBlock1,末影之核,false
blockEnderObsidian,1xtile.extrautils:decorativeBlock1@1,ExtraUtilities:decorativeBlock1,末影黑曜石,false
blockEnderium,1xtile.thermalfoundation.storage@12,ThermalFoundation:Storage,末影块,false
blockEndstone,1xtile.chisel.end_Stone@0,chisel:end_Stone,末地石,false
blockEnergeticAlloy,1xtile.blockIngotStorage@1,EnderIO:blockIngotStorage,充能合金块,false
blockEnergeticSilver,1xtile.blockIngotStorageEndergy@5,EnderIO:blockIngotStorageEndergy,充能银块,false
blockFairy,1xtile.solid.metal.block.blockFunStuff@0,ExtraTiC:blockFunStuff,精灵方块,false
blockFuelCoke,1xtile.ImmersiveEngineering.stoneDevice@3,ImmersiveEngineering:stoneDevice,焦煤块,false
blockFuelCoke,1xtile.ImmersiveEngineering.stoneDecoration@3,ImmersiveEngineering:stoneDecoration,焦煤块,false
blockGlass,1xtile.glass@0,minecraft:glass,玻璃,false
blockGlass,1xtile.stainedGlass@32767,minecraft:stained_glass,(wildcard),true
blockGlass,1xtile.extrautils:decorativeBlock2@0,ExtraUtilities:decorativeBlock2,增厚玻璃,false
blockGlass,1xtile.extrautils:decorativeBlock2@1,ExtraUtilities:decorativeBlock2,镶边玻璃,false
blockGlass,1xtile.extrautils:decorativeBlock2@2,ExtraUtilities:decorativeBlock2,玻璃砖块,false
blockGlass,1xtile.extrautils:decorativeBlock2@3,ExtraUtilities:decorativeBlock2,雕纹玻璃,false
blockGlass,1xtile.extrautils:decorativeBlock2@6,ExtraUtilities:decorativeBlock2,漩涡玻璃,false
blockGlass,1xtile.extrautils:decorativeBlock2@9,ExtraUtilities:decorativeBlock2,四方玻璃,false
blockGlass,1xtile.mfr.stainedglass.block@32767,MineFactoryReloaded:stainedglass.block,(wildcard),true
blockGlass,1xtile.GlassBlock@0,TConstruct:GlassBlock,通透玻璃,false
blockGlass,1xtile.blockFusedQuartz@1,EnderIO:blockFusedQuartz,纯净玻璃,false
blockGlassBlack,1xtile.stainedGlass@15,minecraft:stained_glass,黑色染色玻璃,false
blockGlassBlack,1xtile.mfr.stainedglass.block@15,MineFactoryReloaded:stainedglass.block,黑色玻璃,false
blockGlassBlue,1xtile.stainedGlass@11,minecraft:stained_glass,蓝色染色玻璃,false
blockGlassBlue,1xtile.mfr.stainedglass.block@11,MineFactoryReloaded:stainedglass.block,蓝色玻璃,false
blockGlassBrown,1xtile.stainedGlass@12,minecraft:stained_glass,棕色染色玻璃,false
blockGlassBrown,1xtile.mfr.stainedglass.block@12,MineFactoryReloaded:stainedglass.block,棕色玻璃,false
blockGlassColorless,1xtile.glass@0,minecraft:glass,玻璃,false
blockGlassCyan,1xtile.stainedGlass@9,minecraft:stained_glass,青色染色玻璃,false
blockGlassCyan,1xtile.mfr.stainedglass.block@9,MineFactoryReloaded:stainedglass.block,青色玻璃,false
blockGlassGray,1xtile.stainedGlass@7,minecraft:stained_glass,灰色染色玻璃,false
blockGlassGray,1xtile.mfr.stainedglass.block@7,MineFactoryReloaded:stainedglass.block,灰色玻璃,false
blockGlassGreen,1xtile.stainedGlass@13,minecraft:stained_glass,绿色染色玻璃,false
blockGlassGreen,1xtile.mfr.stainedglass.block@13,MineFactoryReloaded:stainedglass.block,绿色玻璃,false
blockGlassHardened,1xtile.blockFusedQuartz@0,EnderIO:blockFusedQuartz,石英玻璃,false
blockGlassHardened,1xtile.thermalexpansion.glass@0,ThermalExpansion:Glass,强化玻璃,false
blockGlassHardened,1xtile.thermalexpansion.glass@1,ThermalExpansion:Glass,强化流明玻璃,false
blockGlassHardenedIlluminated,1xtile.thermalexpansion.glass@1,ThermalExpansion:Glass,强化流明玻璃,false
blockGlassLightBlue,1xtile.stainedGlass@3,minecraft:stained_glass,淡蓝色染色玻璃,false
blockGlassLightBlue,1xtile.mfr.stainedglass.block@3,MineFactoryReloaded:stainedglass.block,浅蓝色玻璃,false
blockGlassLightGray,1xtile.stainedGlass@8,minecraft:stained_glass,淡灰色染色玻璃,false
blockGlassLightGray,1xtile.mfr.stainedglass.block@8,MineFactoryReloaded:stainedglass.block,浅灰色玻璃,false
blockGlassLime,1xtile.stainedGlass@5,minecraft:stained_glass,黄绿色染色玻璃,false
blockGlassLime,1xtile.mfr.stainedglass.block@5,MineFactoryReloaded:stainedglass.block,柠檬色玻璃,false
blockGlassMagenta,1xtile.stainedGlass@2,minecraft:stained_glass,品红色染色玻璃,false
blockGlassMagenta,1xtile.mfr.stainedglass.block@2,MineFactoryReloaded:stainedglass.block,品红色玻璃,false
blockGlassOrange,1xtile.stainedGlass@1,minecraft:stained_glass,橙色染色玻璃,false
blockGlassOrange,1xtile.mfr.stainedglass.block@1,MineFactoryReloaded:stainedglass.block,橙色玻璃,false
blockGlassPink,1xtile.stainedGlass@6,minecraft:stained_glass,粉红色染色玻璃,false
blockGlassPink,1xtile.mfr.stainedglass.block@6,MineFactoryReloaded:stainedglass.block,粉色玻璃,false
blockGlassPurple,1xtile.stainedGlass@10,minecraft:stained_glass,紫色染色玻璃,false
blockGlassPurple,1xtile.mfr.stainedglass.block@10,MineFactoryReloaded:stainedglass.block,紫色玻璃,false
blockGlassRed,1xtile.stainedGlass@14,minecraft:stained_glass,红色染色玻璃,false
blockGlassRed,1xtile.mfr.stainedglass.block@14,MineFactoryReloaded:stainedglass.block,红色玻璃,false
blockGlassSandy,1xtile.extrautils:decorativeBlock1@9,ExtraUtilities:decorativeBlock1,沙化玻璃,false
blockGlassWhite,1xtile.stainedGlass@0,minecraft:stained_glass,白色染色玻璃,false
blockGlassWhite,1xtile.mfr.stainedglass.block@0,MineFactoryReloaded:stainedglass.block,白色玻璃,false
blockGlassYellow,1xtile.stainedGlass@4,minecraft:stained_glass,黄色染色玻璃,false
blockGlassYellow,1xtile.mfr.stainedglass.block@4,MineFactoryReloaded:stainedglass.block,黄色玻璃,false
blockGold,1xtile.blockGold@0,minecraft:gold_block,金块,false
blockGranite,1xtile.chisel.granite@0,chisel:granite,花岗岩,false
blockGraphite,1xtile.brMetal.0@2,BigReactors:BRMetalBlock,石墨块,false
blockHopper,1xtile.hopper@0,minecraft:hopper,漏斗,false
blockIce,1xtile.ice@0,minecraft:ice,冰,false
blockIcestone,1xtile.extrautils:decorativeBlock1@3,ExtraUtilities:decorativeBlock1,霜冻石头,false
blockInfinity,1xtile.avaritia_resource@1,Avaritia:Resource_Block,无尽之块,false
blockInvar,1xtile.thermalfoundation.storage@8,ThermalFoundation:Storage,因瓦合金块,false
blockIron,1xtile.blockIron@0,minecraft:iron_block,铁块,false
blockLapis,1xtile.blockLapis@0,minecraft:lapis_block,青金石块,false
blockLapis,1xtile.extrautils:color_blockLapis@0,ExtraUtilities:color_blockLapis,染色 青金石块（白色）,false
blockLapis,1xtile.extrautils:color_blockLapis@1,ExtraUtilities:color_blockLapis,染色 青金石块（橙色）,false
blockLapis,1xtile.extrautils:color_blockLapis@2,ExtraUtilities:color_blockLapis,染色 青金石块（品红色）,false
blockLapis,1xtile.extrautils:color_blockLapis@3,ExtraUtilities:color_blockLapis,染色 青金石块（淡蓝色）,false
blockLapis,1xtile.extrautils:color_blockLapis@4,ExtraUtilities:color_blockLapis,染色 青金石块（黄色）,false
blockLapis,1xtile.extrautils:color_blockLapis@5,ExtraUtilities:color_blockLapis,染色 青金石块（黄绿色）,false
blockLapis,1xtile.extrautils:color_blockLapis@6,ExtraUtilities:color_blockLapis,染色 青金石块（粉色）,false
blockLapis,1xtile.extrautils:color_blockLapis@7,ExtraUtilities:color_blockLapis,染色 青金石块（灰色）,false
blockLapis,1xtile.extrautils:color_blockLapis@8,ExtraUtilities:color_blockLapis,染色 青金石块（淡灰色）,false
blockLapis,1xtile.extrautils:color_blockLapis@9,ExtraUtilities:color_blockLapis,染色 青金石块（青色）,false
blockLapis,1xtile.extrautils:color_blockLapis@10,ExtraUtilities:color_blockLapis,染色 青金石块（紫色）,false
blockLapis,1xtile.extrautils:color_blockLapis@11,ExtraUtilities:color_blockLapis,染色 青金石块（蓝色）,false
blockLapis,1xtile.extrautils:color_blockLapis@12,ExtraUtilities:color_blockLapis,染色 青金石块（棕色）,false
blockLapis,1xtile.extrautils:color_blockLapis@13,ExtraUtilities:color_blockLapis,染色 青金石块（绿色）,false
blockLapis,1xtile.extrautils:color_blockLapis@14,ExtraUtilities:color_blockLapis,染色 青金石块（红色）,false
blockLapis,1xtile.extrautils:color_blockLapis@15,ExtraUtilities:color_blockLapis,染色 青金石块（黑色）,false
blockLapisBlack,1xtile.extrautils:color_blockLapis@0,ExtraUtilities:color_blockLapis,染色 青金石块（白色）,false
blockLapisBlue,1xtile.extrautils:color_blockLapis@4,ExtraUtilities:color_blockLapis,染色 青金石块（黄色）,false
blockLapisBrown,1xtile.extrautils:color_blockLapis@3,ExtraUtilities:color_blockLapis,染色 青金石块（淡蓝色）,false
blockLapisCyan,1xtile.extrautils:color_blockLapis@6,ExtraUtilities:color_blockLapis,染色 青金石块（粉色）,false
blockLapisGray,1xtile.extrautils:color_blockLapis@8,ExtraUtilities:color_blockLapis,染色 青金石块（淡灰色）,false
blockLapisGreen,1xtile.extrautils:color_blockLapis@2,ExtraUtilities:color_blockLapis,染色 青金石块（品红色）,false
blockLapisLightBlue,1xtile.extrautils:color_blockLapis@12,ExtraUtilities:color_blockLapis,染色 青金石块（棕色）,false
blockLapisLightGray,1xtile.extrautils:color_blockLapis@7,ExtraUtilities:color_blockLapis,染色 青金石块（灰色）,false
blockLapisLime,1xtile.extrautils:color_blockLapis@10,ExtraUtilities:color_blockLapis,染色 青金石块（紫色）,false
blockLapisMagenta,1xtile.extrautils:color_blockLapis@13,ExtraUtilities:color_blockLapis,染色 青金石块（绿色）,false
blockLapisOrange,1xtile.extrautils:color_blockLapis@14,ExtraUtilities:color_blockLapis,染色 青金石块（红色）,false
blockLapisPink,1xtile.extrautils:color_blockLapis@9,ExtraUtilities:color_blockLapis,染色 青金石块（青色）,false
blockLapisPurple,1xtile.extrautils:color_blockLapis@5,ExtraUtilities:color_blockLapis,染色 青金石块（黄绿色）,false
blockLapisRed,1xtile.extrautils:color_blockLapis@1,ExtraUtilities:color_blockLapis,染色 青金石块（橙色）,false
blockLapisWhite,1xtile.extrautils:color_blockLapis@15,ExtraUtilities:color_blockLapis,染色 青金石块（黑色）,false
blockLapisYellow,1xtile.extrautils:color_blockLapis@11,ExtraUtilities:color_blockLapis,染色 青金石块（蓝色）,false
blockLead,1xtile.thermalfoundation.storage@3,ThermalFoundation:Storage,铅块,false
blockLead,1xtile.ImmersiveEngineering.storage@2,ImmersiveEngineering:storage,铅块,false
blockLudicrite,1xtile.brMetal.0@4,BigReactors:BRMetalBlock,纯镥块,false
blockLumium,1xtile.thermalfoundation.storage@11,ThermalFoundation:Storage,流明块,false
blockMagicWood,1xtile.extrautils:decorativeBlock1@7,ExtraUtilities:decorativeBlock1,镶边石头（交替）,false
blockManyullyn,1xtile.tconstruct.metalblock@2,TConstruct:MetalBlock,玛玉灵块,false
blockMarble,1xtile.chisel.marble@0,chisel:marble,大理石,false
blockMarble,1xtile.projectred.exploration.stone@0,ProjRed|Exploration:projectred.exploration.stone,大理石,false
blockMeat,1xtile.mfr.decorative.brick@13,MineFactoryReloaded:brick,烤肉块,false
blockMeatRaw,1xtile.mfr.decorative.brick@12,MineFactoryReloaded:brick,生肉块,false
blockMelodicAlloy,1xtile.blockIngotStorageEndergy@2,EnderIO:blockIngotStorageEndergy,旋律合金块,false
blockMithril,1xtile.thermalfoundation.storage@6,ThermalFoundation:Storage,蕴魔秘银块,false
blockMossCarpet,1xtile.chisel.moss_carpet@0,chisel:moss_carpet,覆地苔藓,false
blockNickel,1xtile.thermalfoundation.storage@4,ThermalFoundation:Storage,镍块,false
blockNickel,1xtile.ImmersiveEngineering.storage@4,ImmersiveEngineering:storage,镍块,false
blockObsidian,1xtile.obsidian@0,minecraft:obsidian,黑曜石,false
blockPackedIce,1xtile.icePacked@0,minecraft:packed_ice,浮冰,false
blockPeridot,1xtile.projectred.exploration.stone@7,ProjRed|Exploration:projectred.exploration.stone,绿橄榄石块,false
blockPlastic,1xtile.mfr.plastic@0,MineFactoryReloaded:plastic,塑料块,false
blockPlatinum,1xtile.thermalfoundation.storage@5,ThermalFoundation:Storage,铂块,false
blockPokefennium,1xtile.solid.metal.block.blockFunStuff@1,ExtraTiC:blockFunStuff,铁血方块,false
blockPrismarine,1xtile.prismarine@32767,Botania:prismarine,(wildcard),true
blockPulsatingIron,1xtile.blockIngotStorage@5,EnderIO:blockIngotStorage,脉冲铁块,false
blockQuartz,1xtile.quartzBlock@0,minecraft:quartz_block,石英块,false
blockRed_aurum,1xtile.solid.metal.block.blockFunStuff@2,ExtraTiC:blockFunStuff,赤金方块,false
blockRedstone,1xtile.blockRedstone@0,minecraft:redstone_block,红石块,false
blockRedstone,1xtile.extrautils:color_blockRedstone@0,ExtraUtilities:color_blockRedstone,染色 红石块（白色）,false
blockRedstone,1xtile.extrautils:color_blockRedstone@1,ExtraUtilities:color_blockRedstone,染色 红石块（橙色）,false
blockRedstone,1xtile.extrautils:color_blockRedstone@2,ExtraUtilities:color_blockRedstone,染色 红石块（品红色）,false
blockRedstone,1xtile.extrautils:color_blockRedstone@3,ExtraUtilities:color_blockRedstone,染色 红石块（淡蓝色）,false
blockRedstone,1xtile.extrautils:color_blockRedstone@4,ExtraUtilities:color_blockRedstone,染色 红石块（黄色）,false
blockRedstone,1xtile.extrautils:color_blockRedstone@5,ExtraUtilities:color_blockRedstone,染色 红石块（黄绿色）,false
blockRedstone,1xtile.extrautils:color_blockRedstone@6,ExtraUtilities:color_blockRedstone,染色 红石块（粉色）,false
blockRedstone,1xtile.extrautils:color_blockRedstone@7,ExtraUtilities:color_blockRedstone,染色 红石块（灰色）,false
blockRedstone,1xtile.extrautils:color_blockRedstone@8,ExtraUtilities:color_blockRedstone,染色 红石块（淡灰色）,false
blockRedstone,1xtile.extrautils:color_blockRedstone@9,ExtraUtilities:color_blockRedstone,染色 红石块（青色）,false
blockRedstone,1xtile.extrautils:color_blockRedstone@10,ExtraUtilities:color_blockRedstone,染色 红石块（紫色）,false
