Chest Type,ItemStack,Item Display Name,Item ID,Weight
bonusChest,1xtile.log@0,金合欢木,minecraft:log2,10
bonusChest,1xitem.lexicon@0,植物魔法辞典,Botania:lexicon,7
bonusChest,1xitem.blackLotus@0,黑莲花,Botania:blackLotus,1
bonusChest,1xitem.InfiTool.Broadsword@0,大剑,TConstruct:broadsword,10
bonusChest,1xitem.InfiTool.Pickaxe@0,Starter Pickaxe,TConstruct:pickaxe,5
bonusChest,1xitem.InfiTool.Axe@0,Starter Hatchet,TConstruct:hatchet,5
dimensionalDungeonChest,1xitem.mfr.safarinet.jailer@0,狱卒的大师球,MineFactoryReloaded:safarinet.jailer,15
dimensionalDungeonChest,1xtile.mfr.rubberwood.sapling@0,橡胶树树苗,MineFactoryReloaded:rubberwood.sapling,70
dimensionalDungeonChest,1xitem.mfr.pinkslime@0,粉色粘液球,MineFactoryReloaded:pinkslime,1
dungeonChest,1xitem.saddle@0,鞍,minecraft:saddle,10
dungeonChest,1xitem.ingotIron@0,铁锭,minecraft:iron_ingot,10
dungeonChest,1xitem.bread@0,面包,minecraft:bread,10
dungeonChest,1xitem.wheat@0,小麦,minecraft:wheat,10
dungeonChest,1xitem.sulphur@0,火药,minecraft:gunpowder,10
dungeonChest,1xitem.string@0,线,minecraft:string,10
dungeonChest,1xitem.bucket@0,桶,minecraft:bucket,10
dungeonChest,1xitem.appleGold@0,金苹果,minecraft:golden_apple,1
dungeonChest,1xitem.redstone@0,红石,minecraft:redstone,10
dungeonChest,1xitem.record@0,音乐唱片,minecraft:record_13,10
dungeonChest,1xitem.record@0,音乐唱片,minecraft:record_cat,10
dungeonChest,1xitem.nameTag@0,命名牌,minecraft:name_tag,10
dungeonChest,1xitem.horsearmorgold@0,金马铠,minecraft:golden_horse_armor,2
dungeonChest,1xitem.horsearmormetal@0,铁马铠,minecraft:iron_horse_armor,5
dungeonChest,1xitem.horsearmordiamond@0,钻石马铠,minecraft:diamond_horse_armor,1
dungeonChest,1xitem.enchantedBook@0,附魔书,minecraft:enchanted_book,1
dungeonChest,1xitem.manaResource@0,魔力钢锭,Botania:manaResource,9
dungeonChest,1xitem.lexicon@0,植物魔法辞典,Botania:lexicon,6
dungeonChest,1xitem.manaBottle@0,瓶装魔力,Botania:manaBottle,5
dungeonChest,1xitem.blackLotus@0,黑莲花,Botania:blackLotus,6
dungeonChest,1xitem.overgrowthSeed@0,增生之种,Botania:overgrowthSeed,2
dungeonChest,1xitem.openblocks.glasses.technicolor@0,惊艳科幻色调眼镜,OpenBlocks:technicolorGlasses,2
dungeonChest,1xitem.mfr.safarinet.singleuse@0,一次性大师球,MineFactoryReloaded:safarinet.singleuse,25
dungeonChest,1xtile.mfr.rubberwood.sapling@2,宏伟橡胶树树苗,MineFactoryReloaded:rubberwood.sapling,8
dungeonChest,1xitem.tconstruct.canister@1,微型红心,TConstruct:heartCanister,5
dungeonChest,1xitem.itemAlloy@6,玄钢锭,EnderIO:itemAlloy,15
dungeonChest,1xitem.enderio.itemConduitProbe@0,导管探测器,EnderIO:itemConduitProbe,10
dungeonChest,1xitem.netherquartz@0,下界石英,minecraft:quartz,20
dungeonChest,1xitem.netherStalkSeeds@0,地狱疣,minecraft:nether_wart,10
dungeonChest,1xitem.enderPearl@0,末影珍珠,minecraft:ender_pearl,30
dungeonChest,1xitem.darkSteel_sword@0,终结之剑,EnderIO:item.darkSteel_sword,5
dungeonChest,1xitem.darkSteel_boots@0,玄钢靴子,EnderIO:item.darkSteel_boots,5
dungeonChest,1xitem.InfiTool.Broadsword@0,大剑,TConstruct:broadsword,2
dungeonChest,1xitem.extrautils:divisionSigil@0,分割徽章,ExtraUtilities:divisionSigil,3
dungeonChest,1xtile.extrautils:plant/ender_lilly@0,末影百合种子,ExtraUtilities:plant/ender_lilly,9
ieVillageCrates,1xitem.ImmersiveEngineering.material@0,防腐木棍,ImmersiveEngineering:material,20
ieVillageCrates,1xitem.ImmersiveEngineering.material@11,铁质机械零件,ImmersiveEngineering:material,8
ieVillageCrates,1xitem.ImmersiveEngineering.material@12,钢质机械零件,ImmersiveEngineering:material,5
ieVillageCrates,1xitem.ImmersiveEngineering.metal@0,铜锭,ImmersiveEngineering:metal,16
ieVillageCrates,1xitem.ImmersiveEngineering.metal@1,铝锭,ImmersiveEngineering:metal,10
ieVillageCrates,1xitem.ImmersiveEngineering.metal@2,铅锭,ImmersiveEngineering:metal,10
ieVillageCrates,1xitem.ImmersiveEngineering.metal@7,钢锭,ImmersiveEngineering:metal,8
ieVillageCrates,1xitem.ImmersiveEngineering.blueprint@0,工程师蓝图,ImmersiveEngineering:blueprint,5
ieVillageCrates,1xitem.ImmersiveEngineering.blueprint@1,工程师蓝图,ImmersiveEngineering:blueprint,2
ieVillageCrates,1xitem.ImmersiveEngineering.blueprint@2,工程师蓝图,ImmersiveEngineering:blueprint,1
ieVillageCrates,1xitem.ImmersiveEngineering.shader@0,皮肤: Regal,ImmersiveEngineering:shader,5
mfr:villageZoolologist,1xitem.mfr.safarinet.singleuse@0,一次性大师球,MineFactoryReloaded:safarinet.singleuse,35
mfr:villageZoolologist,1xitem.mfr.safarinet.jailer@0,狱卒的大师球,MineFactoryReloaded:safarinet.jailer,20
mfr:villageZoolologist,1xitem.mfr.safarinet.reusable@0,大师球,MineFactoryReloaded:safarinet.reusable,5
mfr:villageZoolologist,1xitem.mfr.safarinet.singleuse@0,一次性大师球,MineFactoryReloaded:safarinet.singleuse,17
mfr:villageZoolologist,1xitem.mfr.safarinet.jailer@0,狱卒的大师球,MineFactoryReloaded:safarinet.jailer,10
mfr:villageZoolologist,1xitem.mfr.safarinet.reusable@0,大师球,MineFactoryReloaded:safarinet.reusable,2
mfr:villageZoolologist,1xitem.leash@0,拴绳,minecraft:lead,10
mfr:villageZoolologist,1xitem.nameTag@0,命名牌,minecraft:name_tag,10
mfr:villageZoolologist,1xitem.mfr.safarinet.launcher@0,大师球发射器,MineFactoryReloaded:safarinet.launcher,8
mfr:villageZoolologist,1xitem.paper@0,纸,minecraft:paper,14
mfr:villageZoolologist,1xitem.coal@1,木炭,minecraft:coal,14
mfr:villageZoolologist,1xitem.mfr.record.blank@0,空唱片,MineFactoryReloaded:record.blank,14
mfr:villageZoolologist,1xitem.book@0,书,minecraft:book,7
mfr:villageZoolologist,1xitem.mfr.spyglass@0,单筒望远镜,MineFactoryReloaded:spyglass,7
mfr:villageZoolologist,1xitem.mfr.ruler@0,尺子,MineFactoryReloaded:ruler,7
mfr:villageZoolologist,1xitem.mfr.bucket.essence@0,怪物精华液桶,MineFactoryReloaded:bucket.essence,6
mfr:villageZoolologist,1xitem.mfr.syringe.empty@0,空注射器,MineFactoryReloaded:syringe.empty,6
mfr:villageZoolologist,1xitem.mfr.syringe.health@0,治愈药水注射器,MineFactoryReloaded:syringe.health,6
mfr:villageZoolologist,1xitem.mfr.syringe.growth@0,生长激素注射器,MineFactoryReloaded:syringe.growth,6
mfr:villageZoolologist,1xitem.mfr.hammer@0,精密锻造锤,MineFactoryReloaded:hammer,25
mfr:villageZoolologist,1xitem.mfr.plastic.armor.boots@0,塑料靴子,MineFactoryReloaded:plastic.boots,25
mfr:villageZoolologist,1xtile.mfr.rubberwood.sapling@0,橡胶树树苗,MineFactoryReloaded:rubberwood.sapling,20
mfr:villageZoolologist,1xtile.mfr.vinescaffold@0,藤蔓脚手架,MineFactoryReloaded:vinescaffold,20
mfr:villageZoolologist,1xitem.mfr.plastic.sheet@0,塑料片,MineFactoryReloaded:plastic.sheet,16
mfr:villageZoolologist,1xitem.mfr.plastic.bag@0,塑料包,MineFactoryReloaded:plastic.bag,7
mfr:villageZoolologist,1xitem.reeds@0,甘蔗,minecraft:reeds,7
mfr:villageZoolologist,1xitem.seeds_pumpkin@0,南瓜种子,minecraft:pumpkin_seeds,7
mfr:villageZoolologist,1xitem.snowball@0,雪球,minecraft:snowball,7
mfr:villageZoolologist,2xtile.sapling@0,橡树树苗,minecraft:sapling,7
mfr:villageZoolologist,1xitem.mfr.straw@0,吸管,MineFactoryReloaded:straw,5
mfr:villageZoolologist,1xitem.mfr.portaspawner@0,刷怪笼-大师球,MineFactoryReloaded:portaspawner,1
mineshaftCorridor,1xitem.ingotIron@0,铁锭,minecraft:iron_ingot,10
mineshaftCorridor,1xitem.ingotGold@0,金锭,minecraft:gold_ingot,5
mineshaftCorridor,1xitem.redstone@0,红石,minecraft:redstone,5
mineshaftCorridor,1xitem.dyePowder@4,青金石,minecraft:dye,5
mineshaftCorridor,1xitem.diamond@0,钻石,minecraft:diamond,3
mineshaftCorridor,1xitem.coal@0,煤炭,minecraft:coal,10
mineshaftCorridor,1xitem.bread@0,面包,minecraft:bread,15
mineshaftCorridor,1xitem.pickaxeIron@0,铁镐,minecraft:iron_pickaxe,1
mineshaftCorridor,1xtile.rail@0,轨道,minecraft:rail,1
mineshaftCorridor,1xitem.seeds_melon@0,西瓜种子,minecraft:melon_seeds,10
mineshaftCorridor,1xitem.seeds_pumpkin@0,南瓜种子,minecraft:pumpkin_seeds,10
mineshaftCorridor,1xitem.saddle@0,鞍,minecraft:saddle,3
mineshaftCorridor,1xitem.horsearmormetal@0,铁马铠,minecraft:iron_horse_armor,1
mineshaftCorridor,1xitem.enchantedBook@0,附魔书,minecraft:enchanted_book,1
mineshaftCorridor,1xitem.blackLotus@0,黑莲花,Botania:blackLotus,6
mineshaftCorridor,1xitem.overgrowthSeed@0,增生之种,Botania:overgrowthSeed,2
mineshaftCorridor,1xitem.openblocks.glasses.technicolor@0,惊艳科幻色调眼镜,OpenBlocks:technicolorGlasses,2
mineshaftCorridor,1xitem.mfr.safarinet.singleuse@0,一次性大师球,MineFactoryReloaded:safarinet.singleuse,25
mineshaftCorridor,1xitem.mfr.safarinet.jailer@0,狱卒的大师球,MineFactoryReloaded:safarinet.jailer,15
mineshaftCorridor,1xitem.InfiTool.Broadsword@0,大剑,TConstruct:broadsword,2
mineshaftCorridor,1xitem.appliedenergistics2.ItemMaterial@0,赛特斯石英水晶,appliedenergistics2:item.ItemMultiMaterial,2
mineshaftCorridor,1xitem.appliedenergistics2.ItemMaterial@2,赛特斯石英粉,appliedenergistics2:item.ItemMultiMaterial,2
mineshaftCorridor,1xitem.extrautils:divisionSigil@0,分割徽章,ExtraUtilities:divisionSigil,1
pyramidDesertyChest,1xitem.diamond@0,钻石,minecraft:diamond,3
pyramidDesertyChest,1xitem.ingotIron@0,铁锭,minecraft:iron_ingot,10
pyramidDesertyChest,1xitem.ingotGold@0,金锭,minecraft:gold_ingot,15
pyramidDesertyChest,1xitem.emerald@0,绿宝石,minecraft:emerald,2
pyramidDesertyChest,1xitem.bone@0,骨头,minecraft:bone,20
pyramidDesertyChest,1xitem.rottenFlesh@0,腐肉,minecraft:rotten_flesh,16
pyramidDesertyChest,1xitem.saddle@0,鞍,minecraft:saddle,3
pyramidDesertyChest,1xitem.horsearmormetal@0,铁马铠,minecraft:iron_horse_armor,1
pyramidDesertyChest,1xitem.horsearmorgold@0,金马铠,minecraft:golden_horse_armor,1
pyramidDesertyChest,1xitem.horsearmordiamond@0,钻石马铠,minecraft:diamond_horse_armor,1
pyramidDesertyChest,1xitem.enchantedBook@0,附魔书,minecraft:enchanted_book,1
pyramidDesertyChest,1xitem.blackLotus@0,黑莲花,Botania:blackLotus,6
pyramidDesertyChest,1xitem.overgrowthSeed@0,增生之种,Botania:overgrowthSeed,2
pyramidDesertyChest,1xitem.mfr.safarinet.singleuse@0,一次性大师球,MineFactoryReloaded:safarinet.singleuse,25
pyramidDesertyChest,1xitem.tconstruct.canister@1,微型红心,TConstruct:heartCanister,10
pyramidDesertyChest,1xitem.itemTravelStaff@0,旅行权杖,EnderIO:itemTravelStaff,3
pyramidDesertyChest,1xitem.darkSteel_sword@0,终结之剑,EnderIO:item.darkSteel_sword,4
pyramidDesertyChest,1xitem.InfiTool.Broadsword@0,大剑,TConstruct:broadsword,2
pyramidDesertyChest,1xitem.extrautils:divisionSigil@0,分割徽章,ExtraUtilities:divisionSigil,3
pyramidJungleChest,1xitem.diamond@0,钻石,minecraft:diamond,3
pyramidJungleChest,1xitem.ingotIron@0,铁锭,minecraft:iron_ingot,10
pyramidJungleChest,1xitem.ingotGold@0,金锭,minecraft:gold_ingot,15
pyramidJungleChest,1xitem.emerald@0,绿宝石,minecraft:emerald,2
pyramidJungleChest,1xitem.bone@0,骨头,minecraft:bone,20
pyramidJungleChest,1xitem.rottenFlesh@0,腐肉,minecraft:rotten_flesh,16
pyramidJungleChest,1xitem.saddle@0,鞍,minecraft:saddle,3
pyramidJungleChest,1xitem.horsearmormetal@0,铁马铠,minecraft:iron_horse_armor,1
pyramidJungleChest,1xitem.horsearmorgold@0,金马铠,minecraft:golden_horse_armor,1
pyramidJungleChest,1xitem.horsearmordiamond@0,钻石马铠,minecraft:diamond_horse_armor,1
pyramidJungleChest,1xitem.enchantedBook@0,附魔书,minecraft:enchanted_book,1
pyramidJungleChest,1xitem.blackLotus@0,黑莲花,Botania:blackLotus,6
pyramidJungleChest,1xitem.overgrowthSeed@0,增生之种,Botania:overgrowthSeed,2
pyramidJungleChest,1xtile.mfr.rubberwood.sapling@2,宏伟橡胶树树苗,MineFactoryReloaded:rubberwood.sapling,8
pyramidJungleChest,1xtile.mfr.rubberwood.sapling@1,神圣橡胶树树苗,MineFactoryReloaded:rubberwood.sapling,1
pyramidJungleChest,1xitem.tconstruct.canister@1,微型红心,TConstruct:heartCanister,10
pyramidJungleChest,1xitem.itemTravelStaff@0,旅行权杖,EnderIO:itemTravelStaff,3
pyramidJungleChest,1xitem.darkSteel_sword@0,终结之剑,EnderIO:item.darkSteel_sword,4
pyramidJungleChest,1xitem.InfiTool.Broadsword@0,大剑,TConstruct:broadsword,2
pyramidJungleChest,1xitem.extrautils:divisionSigil@0,分割徽章,ExtraUtilities:divisionSigil,6
pyramidJungleDispenser,1xitem.arrow@0,箭,minecraft:arrow,30
pyramidJungleDispenser,1xitem.mfr.safarinet.singleuse@0,一次性大师球,MineFactoryReloaded:safarinet.singleuse,25
strongholdCorridor,1xitem.enderPearl@0,末影珍珠,minecraft:ender_pearl,10
strongholdCorridor,1xitem.diamond@0,钻石,minecraft:diamond,3
strongholdCorridor,1xitem.ingotIron@0,铁锭,minecraft:iron_ingot,10
strongholdCorridor,1xitem.ingotGold@0,金锭,minecraft:gold_ingot,5
strongholdCorridor,1xitem.redstone@0,红石,minecraft:redstone,5
strongholdCorridor,1xitem.bread@0,面包,minecraft:bread,15
strongholdCorridor,1xitem.apple@0,苹果,minecraft:apple,15
strongholdCorridor,1xitem.pickaxeIron@0,铁镐,minecraft:iron_pickaxe,5
strongholdCorridor,1xitem.swordIron@0,铁剑,minecraft:iron_sword,5
strongholdCorridor,1xitem.chestplateIron@0,铁胸甲,minecraft:iron_chestplate,5
strongholdCorridor,1xitem.helmetIron@0,铁头盔,minecraft:iron_helmet,5
strongholdCorridor,1xitem.leggingsIron@0,铁护腿,minecraft:iron_leggings,5
strongholdCorridor,1xitem.bootsIron@0,铁靴子,minecraft:iron_boots,5
strongholdCorridor,1xitem.appleGold@0,金苹果,minecraft:golden_apple,1
strongholdCorridor,1xitem.saddle@0,鞍,minecraft:saddle,1
strongholdCorridor,1xitem.horsearmormetal@0,铁马铠,minecraft:iron_horse_armor,1
strongholdCorridor,1xitem.horsearmorgold@0,金马铠,minecraft:golden_horse_armor,1
strongholdCorridor,1xitem.horsearmordiamond@0,钻石马铠,minecraft:diamond_horse_armor,1
strongholdCorridor,1xitem.enchantedBook@0,附魔书,minecraft:enchanted_book,1
strongholdCorridor,1xitem.manaResource@1,魔力珍珠,Botania:manaResource,8
strongholdCorridor,1xitem.manaResource@1,魔力珍珠,Botania:manaResource,2
strongholdCorridor,1xitem.blackLotus@0,黑莲花,Botania:blackLotus,6
strongholdCorridor,1xitem.overgrowthSeed@0,增生之种,Botania:overgrowthSeed,2
strongholdCorridor,1xitem.extrautils:divisionSigil@0,分割徽章,ExtraUtilities:divisionSigil,2
strongholdCrossing,1xitem.ingotIron@0,铁锭,minecraft:iron_ingot,10
strongholdCrossing,1xitem.ingotGold@0,金锭,minecraft:gold_ingot,5
strongholdCrossing,1xitem.redstone@0,红石,minecraft:redstone,5
strongholdCrossing,1xitem.coal@0,煤炭,minecraft:coal,10
strongholdCrossing,1xitem.bread@0,面包,minecraft:bread,15
strongholdCrossing,1xitem.apple@0,苹果,minecraft:apple,15
strongholdCrossing,1xitem.pickaxeIron@0,铁镐,minecraft:iron_pickaxe,1
strongholdCrossing,1xitem.enchantedBook@0,附魔书,minecraft:enchanted_book,1
strongholdCrossing,1xitem.extrautils:divisionSigil@0,分割徽章,ExtraUtilities:divisionSigil,1
strongholdLibrary,1xitem.book@0,书,minecraft:book,20
strongholdLibrary,1xitem.paper@0,纸,minecraft:paper,20
strongholdLibrary,1xitem.emptyMap@0,空地图,minecraft:map,1
strongholdLibrary,1xitem.compass@0,指南针,minecraft:compass,1
strongholdLibrary,1xitem.enchantedBook@0,附魔书,minecraft:enchanted_book,2
strongholdLibrary,1xitem.ImmersiveEngineering.blueprint@2,Super Special BluPrintz,ImmersiveEngineering:blueprint,10
strongholdLibrary,1xtile.mfr.rubberwood.sapling@3,神圣橡胶树树苗,MineFactoryReloaded:rubberwood.sapling,1
strongholdLibrary,1xitem.InfiTool.Broadsword@0,大剑,TConstruct:broadsword,2
strongholdLibrary,1xitem.iguana.tcon.wearable@3,蝙蝠帽子,IguanaTweaksTConstruct:wearableBucket,1
villageBlacksmith,1xitem.diamond@0,钻石,minecraft:diamond,3
villageBlacksmith,1xitem.ingotIron@0,铁锭,minecraft:iron_ingot,10
villageBlacksmith,1xitem.ingotGold@0,金锭,minecraft:gold_ingot,5
villageBlacksmith,1xitem.bread@0,面包,minecraft:bread,15
villageBlacksmith,1xitem.apple@0,苹果,minecraft:apple,15
villageBlacksmith,1xitem.pickaxeIron@0,铁镐,minecraft:iron_pickaxe,5
villageBlacksmith,1xitem.swordIron@0,铁剑,minecraft:iron_sword,5
villageBlacksmith,1xitem.chestplateIron@0,铁胸甲,minecraft:iron_chestplate,5
villageBlacksmith,1xitem.helmetIron@0,铁头盔,minecraft:iron_helmet,5
villageBlacksmith,1xitem.leggingsIron@0,铁护腿,minecraft:iron_leggings,5
villageBlacksmith,1xitem.bootsIron@0,铁靴子,minecraft:iron_boots,5
villageBlacksmith,1xtile.obsidian@0,黑曜石,minecraft:obsidian,5
villageBlacksmith,1xtile.sapling@0,橡树树苗,minecraft:sapling,5
villageBlacksmith,1xitem.saddle@0,鞍,minecraft:saddle,3
villageBlacksmith,1xitem.horsearmormetal@0,铁马铠,minecraft:iron_horse_armor,1
villageBlacksmith,1xitem.horsearmorgold@0,金马铠,minecraft:golden_horse_armor,1
villageBlacksmith,1xitem.horsearmordiamond@0,钻石马铠,minecraft:diamond_horse_armor,1
villageBlacksmith,1xitem.blackLotus@0,黑莲花,Botania:blackLotus,6
villageBlacksmith,1xitem.ImmersiveEngineering.blueprint@2,工程师蓝图,ImmersiveEngineering:blueprint,2
villageBlacksmith,1xitem.itemAlloy@0,磁钢锭,EnderIO:itemAlloy,20
villageBlacksmith,1xitem.itemAlloy@3,红石合金锭,EnderIO:itemAlloy,35
villageBlacksmith,1xitem.itemAlloy@6,玄钢锭,EnderIO:itemAlloy,35
villageBlacksmith,1xitem.itemAlloy@5,脉冲铁锭,EnderIO:itemAlloy,10
villageBlacksmith,1xitem.itemAlloy@2,脉冲合金锭,EnderIO:itemAlloy,5
villageBlacksmith,1xitem.darkSteel_sword@0,终结之剑,EnderIO:item.darkSteel_sword,5
villageBlacksmith,1xitem.darkSteel_boots@0,玄钢靴子,EnderIO:item.darkSteel_boots,5
villageBlacksmith,1xitem.iguana.tcon.wearable@0,多洞的黏土桶,IguanaTweaksTConstruct:wearableBucket,1
